hf_A,hf_B,hf_Z,matched_column,matched_master_label,matched_master_depth,matched_master_path,score
pascal,"Blaise Pascal (1623â€“1662) was a French mathematician, physicist, and Jansenist philosopher. His PensÃ©es emphasize the misery and grandeur of the human condition (the 'thinking reed'). He critiqued rationalist theology, emphasizing 'reasons of the heart' and existential faith.",https://plato.stanford.edu/entries/pascal/,A,Pascal,4,History of Western Philosophy > 17th/18th Century Philosophy > 17th/18th Century French Philosophy > Pascal,1.000
pascal-wager,"Pragmatic argument for belief in God. Even if God's existence is improbable, the infinite gain of belief (heaven) outweighs any finite loss. Therefore, it is rational to bet on God. Critics attack the decision matrix (many gods objection) and the possibility of forced belief.",https://plato.stanford.edu/entries/pascal-wager/,A,Pascal's Wager,4,Philosophy of Religion > Arguments for Theism > Pragmatic Arguments for Theism > Pascal's Wager,1.000
paternalism,"Interference with a person's liberty for their own good (e.g., seatbelt laws). Hard paternalism coerces adults; soft paternalism protects the incompetent. Mill's Harm Principle rejects it. Libertarian Paternalism (Nudge) uses choice architecture to guide decisions without coercion.",https://plato.stanford.edu/entries/paternalism/,A,Paternalism,4,Value Theory > Applied Ethics > General Issues in Applied Ethics > Paternalism,1.000
patriotism,Love and loyalty to one's country. Is it a virtue or a bias? MacIntyre defends it as a virtue of loyalty. Cosmopolitans critique it as irrational partiality. Debates concern the limits of dissent and the difference between patriotism and nationalism.,https://plato.stanford.edu/entries/patriotism/,A,Patriotism,4,Value Theory > Social and Political Philosophy > States and Nations > Patriotism,1.000
peirce,"Charles Sanders Peirce (1839â€“1914) was the founder of Pragmatism. A polymath in logic, semiotics, and science. His pragmatic maxim equates meaning with conceivable practical effects. He proposed a triadic sign theory, fallibilism, and an evolutionary cosmology (synechism, tychism).",https://plato.stanford.edu/entries/peirce/,A,Peirce,4,History of Western Philosophy > 19th Century Philosophy > 19th Century American Philosophy > Peirce,1.000
plato,"Plato (427â€“347 BCE) was the seminal Greek philosopher. Student of Socrates, teacher of Aristotle. He founded the Academy. His dialogues explore justice, virtue, definitions, and the Theory of Forms (abstract ideal realities). His work set the agenda for the entire Western tradition.",https://plato.stanford.edu/entries/plato/,A,Plato,4,History of Western Philosophy > Ancient Greek Philosophy > Classical Greek Philosophy > Plato,1.000
pleasure,Philosophical analysis of pleasure. Is it a sensation (felt quality) or an attitude (liking)? Ethical hedonism views pleasure as the only intrinsic good. Distinctions include sensory pleasure vs. propositional pleasure ('pleased that'). Debates concern whether pleasure is a unified kind or a hetero-geneous collection.,https://plato.stanford.edu/entries/pleasure/,A,Pleasure,3,Philosophy of Mind > Mental States and Processes > Pleasure,1.000
popper,"Karl Popper (1902â€“1994) was a philosopher of science and politics. He proposed Falsificationism: scientific theories cannot be proven, only falsified. In The Open Society and Its Enemies, he critiqued historicism (Plato, Hegel, Marx) and defended liberal democracy against totalitarianism.",https://plato.stanford.edu/entries/popper/,A,Popper,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Popper,1.000
pragmatics,"Study of language use in context. Topics: Implicature (Grice)â€”what is meant vs. said; Speech Acts (Austin/Searle)â€”doing things with words (promising, apologizing); Presupposition; and Deixis. It bridges semantics (meaning) and social interaction.",https://plato.stanford.edu/entries/pragmatics/,A,Pragmatics,2,Philosophy of Language > Pragmatics,1.000
pragmatism,"American philosophical tradition (Peirce, James, Dewey). Core maxim: the meaning of a concept determines its practical effects. Truth is 'what works' or 'the end of inquiry'. It rejects Cartesian skepticism and dualisms, emphasizing fallibilism, experience, and the instrumental nature of thought.",https://plato.stanford.edu/entries/pragmatism/,A,Pragmatism,3,Metaphilosophy > Metaphilosophical Views > Pragmatism,1.000
presentism,The view that only the present exists. Past and future things are not real. It accords with intuition but faces the 'truthmaker problem' (what makes 'dinosaurs existed' true?) and challenges from Special Relativity (relativity of simultaneity).,https://plato.stanford.edu/entries/presentism/,A,Presentism,4,Metaphysics > Time > Temporal Ontology > Presentism,1.000
presupposition,"Linguistic phenomenon where a statement assumes the truth of another. 'The King of France is bald' presupposes there is a King. If the presupposition fails, is the statement false (Russell) or truth-valueless (Strawson)? Crucial for semantics and pragmatics.",https://plato.stanford.edu/entries/presupposition/,A,Presupposition,3,Philosophy of Language > Pragmatics > Presupposition,1.000
prisoner-dilemma,"Game theory scenario: Two prisoners can cooperate or defect. Defection dominates (better payoff regardless of other's choice), yet mutual cooperation yields a better outcome than mutual defection. Paradox of rationality vs. collective good. Used to analyze arms races and tragedy of the commons.",https://plato.stanford.edu/entries/prisoner-dilemma/,A,Prisoner's Dilemma,4,Philosophy of Action > Decision Theory > Game Theory > Prisoner's Dilemma,1.000
privacy,"Right to control access to oneself or information. Explored as 'right to be left alone' (Warren/Brandeis) or control over personal information. Issues: surveillance, data ethics, and the feminist critique of the public/private distinction (shielding domestic abuse).",https://plato.stanford.edu/entries/privacy/,A,Privacy,5,Value Theory > Social and Political Philosophy > Social Philosophy > Social Phenomena > Privacy,1.000
private-language,Wittgenstein's argument (PI Â§243) against a language referring to private sensations known only to the speaker. He argued rule-following requires a public criterion of correctness; a 'private rule' is incoherent. It undermines Cartesian privacy of the mental.,https://plato.stanford.edu/entries/private-language/,A,Private Language,3,Philosophy of Language > Languages > Private Language,1.000
process-philosophy,"Metaphysics emphasizing becoming, change, and events over static substance. Heraclitus, Bergson, and Whitehead are key figures. It views reality as a network of interrelated processes (actual occasions). Influential in theology and biology.",https://plato.stanford.edu/entries/process-philosophy/,A,Process Philosophy,3,Metaphysics > Global Metaphysical Theories > Process Philosophy,1.000
promises,"Ethics of promising. How do words generate moral obligations? Theories: Convention (Hume), Expectation (Scanlon), or Normative Power (Raz). Promising is a speech act that binds the will. utilitarianism struggles to explain the strict duty to keep promises.",https://plato.stanford.edu/entries/promises/,A,Promises,4,Value Theory > Normative Ethics > Moral Phenomena > Promises,1.000
natural-properties,"Distinction between 'natural' (joint-carving) properties (e.g., charge) and 'gerrymandered' ones (grue). Lewis argued natural properties ground resemblance and laws. Sparse vs. Abundant theory of properties. Crucial for objective similarity and induction.",https://plato.stanford.edu/entries/natural-properties/,A,Natural Properties,3,Metaphysics > Properties > Natural Properties,1.000
intellectual-property,"Rights over non-physical creations (copyright, patent). Justifications: Natural Rights (Locke: labor of mind), Personality (Hegel: expression of self), or Utilitarian (incentive for innovation). Critics (copyleft) argue it restricts the commons and free speech.",https://plato.stanford.edu/entries/intellectual-property/,A,Intellectual Property Rights,5,Value Theory > Social and Political Philosophy > Rights > Property Rights > Intellectual Property Rights,1.000
prophecy,Philosophical issues of receiving divine messages. Maimonides viewed it as intellectual perfection (imagination + intellect). Spinoza reduced it to vivid imagination. Epistemic problem: How to distinguish true prophet from madman? Also concerns theological fatalism (future contingents).,https://plato.stanford.edu/entries/prophecy/,A,Prophecy,3,Philosophy of Religion > Religious Topics > Prophecy,1.000
propositions,"Use of 'proposition' to denote the primary bearer of truth-value and the object of belief ('that snow is white'). Debates concern their ontology: Are they abstract objects (Frege's Thoughts), sets of possible worlds (Stalnaker), or structured entities? Skeptics (Quine) reject them as obscure.",https://plato.stanford.edu/entries/propositions/,A,Propositions,4,Metaphysics > Objects > Abstract Objects > Propositions,1.000
psychiatry,"Philosophy of psychiatry. The medical model vs. anti-psychiatry (Szasz: 'myth of mental illness'). Concept of mental disorder: is it biological dysfunction or social deviation? Issues include the validity of DSM categories, the nature of delusions, and autonomy in treatment.",https://plato.stanford.edu/entries/psychiatry/,A,Psychiatry,5,Value Theory > Applied Ethics > Biomedical Ethics > Medical Ethics > Psychiatry,1.000
qualia,"The subjective, qualitative properties of experience ('what it is like'). The redness of a rose, the hurt of pain. Qualia pose the 'Hard Problem' for physicalism: if physics describes structure/function, it leaves out the intrinsic quality (explanatory gap).",https://plato.stanford.edu/entries/qualia/,A,Qualia,3,Philosophy of Mind > Philosophy of Consciousness > Qualia,1.000
tropes,"Abstract particulars (e.g., *this* redness of *this* apple). Trope theory is a middle ground between Nominalism (only particulars) and Realism (universals). Objects are bundles of tropes. It solves the problem of properties without positing universal entities.",https://plato.stanford.edu/entries/tropes/,A,Tropes,3,Metaphysics > Properties > Tropes,1.000
quine,"W.V.O. Quine (1908â€“2000). Giant of analytic philosophy. Destroyed the Analytic/Synthetic distinction ('Two Dogmas'). Advocated Holism (Duhem-Quine), Naturalized Epistemology, and Ontological Relativity (Indeterminacy of Translation). 'Philosophy of science is philosophy enough.'",https://plato.stanford.edu/entries/quine/,A,Quine,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Quine,1.000
quotation,How quotation marks work. Do they create a name for the expression? (Tarski). Is it a demonstrative? ('The word *this*'). Use-mention distinction is fundamental. Paradoxes like the Quine paradox ('yields falsehood when preceded by its quotation') rely on self-reference.,https://plato.stanford.edu/entries/quotation/,A,Quotation,5,Philosophy of Language > Philosophy of Linguistics > Semantics > Specific Expressions * > Quotation,1.000
rawls,"John Rawls (1921â€“2002) revitalized political philosophy with A Theory of Justice (1971). Justice as Fairness: Veil of Ignorance leads to the Difference Principle (inequalities must benefit the worst off). Later, Political Liberalism addressed pluralism and stability.",https://plato.stanford.edu/entries/rawls/,A,Rawls,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Rawls,1.000
reflective-equilibrium,Method of justification (Rawls/Goodman). We adjust our specific intuitions and general principles until they cohere. 'Wide' RE includes background theories. It serves as an alternative to foundationalism in ethics and logic.,https://plato.stanford.edu/entries/reflective-equilibrium/,A,Reflective Equilibrium,4,Value Theory > Meta-Ethics > Moral Epistemology > Reflective Equilibrium,1.000
reid,Thomas Reid (1710â€“1796) was the founder of Scottish Common Sense Realism. He critiqued the 'Way of Ideas' (Locke/Hume) for leading to skepticism. Reid argued perception is direct and grounded in instinctive 'common sense' principles that are practically irresistible.,https://plato.stanford.edu/entries/reid/,A,Reid,4,History of Western Philosophy > 17th/18th Century Philosophy > 17th/18th Century British Philosophy > Reid,1.000
relations,Metaphysics of relations. Are they real? (Realism vs. Nominalism about relations). Internal relations (grounded in intrinsic properties of relata) vs. External relations (adding something new). Bradley's Regress argues relations are impossible. Russell defended external relations as vital for logic.,https://plato.stanford.edu/entries/relations/,A,Relations,3,Metaphysics > Properties > Relations,1.000
relativism,"View that truth, knowledge, or morality is relative to a framework (culture, language, individual). Epistemic Relativism: no objective justification. Moral Relativism: no universal values. Cognitive Relativism (conceptual schemes). Self-refutation charge: 'Is relativism relatively true?'",https://plato.stanford.edu/entries/relativism/,A,Relativism,3,Metaphysics > Global Metaphysical Theories > Relativism,1.000
religious-experience,"Direct experience of the divine (mysticism, visions). Argument from Religious Experience (Swinburne): principle of credulityâ€”if it seems God is present, probably He is. Explanations: neurological (temporal lobe), psychological (projection), or veridical contact.",https://plato.stanford.edu/entries/religious-experience/,A,Religious Experience,3,Philosophy of Religion > Epistemology of Religion > Religious Experience,1.000
republicanism,Political tradition emphasizing non-domination (liberty as not being subject to arbitrary will). Ciceronian/Machiavellian roots. Contrast with Liberalism (non-interference). Civic Virtue and participation are essential to check tyranny. Pettit is a key modern proponent.,https://plato.stanford.edu/entries/republicanism/,A,Republicanism,4,Value Theory > Social and Political Philosophy > Political Views > Republicanism,1.000
collective-responsibility,"Can a group be responsible (blamed) over and above individuals? (e.g., Germany for WWII, corporations). Methodological Individualism denies it. Group Agency (Pettit) defends it: groups can have intentions distinct from members. 'Guilt by association' vs. shared responsibility.",https://plato.stanford.edu/entries/collective-responsibility/,A,Collective Responsibility,4,Value Theory > Meta-Ethics > Moral Responsibility > Collective Responsibility,1.000
revolution,"Ethics of overthrowing government. Right of resistance (Locke) against tyranny. Marxist theory of revolution as historical necessity. Just War theory applied to civil war: Just cause, proportionality, and reasonable chance of success.",https://plato.stanford.edu/entries/revolution/,A,Revolution,4,Value Theory > Social and Political Philosophy > States and Nations > Revolution,1.000
ricoeur,"Paul Ricoeur (1913â€“2005) was a French philosopher of hermeneutics. He focused on text, narrative, and metaphor. 'The self is a storied self'. Bridged phenomenology, structuralism, and analytic philosophy (Time and Narrative). Analyzed the 'hermeneutics of suspicion' (Marx, Nietzsche, Freud).",https://plato.stanford.edu/entries/ricoeur/,A,Ricoeur,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Continental Philosophy > Ricoeur,1.000
rights,"Entitlements to perform or not be subjected to actions. Hohfeld's analysis: Privilege, Claim, Power, Immunity. Natural vs. Legal rights. Interest Theory (Raz) vs. Will Theory (Hart). Negative rights (liberty) vs. Positive rights (welfare).",https://plato.stanford.edu/entries/rights/,A,Rights,4,Value Theory > Applied Ethics > General Issues in Applied Ethics > Rights,1.000
risk,Philosophy of risk. epistemological: outcome is uncertain. Normative: Imposition of risk as harm. Precautionary Principle: avoid catastrophic risks even without scientific certainty. Cost-Benefit Analysis vs. Contractualist approaches.,https://plato.stanford.edu/entries/risk/,A,Risk,4,Philosophy of Action > Decision Theory > Topics in Decision Theory > Risk,1.000
rorty,Richard Rorty (1931â€“2007) was a pragmatist and anti-representationalist. Philosophy and the Mirror of Nature attacked the idea that mind 'mirrors' reality. He advocated 'solidarity' over 'objectivity' and viewed philosophy as edifying conversation rather than a search for Truth.,https://plato.stanford.edu/entries/rorty/,A,Rorty,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Rorty,1.000
rousseau,Jean-Jacques Rousseau (1712â€“1778). Enlightenment philosopher who critiqued civilization. 'Man is born free and everywhere he is in chains'. The Social Contract proposes the General Will as the source of legitimate sovereignty. Emile outlines education for natural freedom. Influenced the French Revolution and Romanticism.,https://plato.stanford.edu/entries/rousseau/,A,Rousseau,4,History of Western Philosophy > 17th/18th Century Philosophy > 17th/18th Century French Philosophy > Rousseau,1.000
royce,Josiah Royce (1855â€“1916). American Absolute Idealist. Argued that errors imply an absolute truth (The Absolute) that embraces them. Developed a philosophy of 'Loyalty' to the Beloved Community. Engaged in fruitful debate with William James (Pragmatism vs. Absolute).,https://plato.stanford.edu/entries/royce/,A,Royce,4,History of Western Philosophy > 19th Century Philosophy > 19th Century American Philosophy > Royce,1.000
rule-following,"Wittgenstein's paradox (PI Â§201): How can a rule determine its application? (e.g., 'plus' vs 'quus'). No past action or mental image fixes the rule. Kripke's skeptical solution: rule-following is a social practice (community consensus), not a private mental fact.",https://plato.stanford.edu/entries/rule-following/,A,Rule-Following,4,Philosophy of Mind > Intentionality > Aspects of Intentionality > Rule-Following,1.000
russell,Bertrand Russell (1872â€“1970). Founder of Analytic Philosophy. Logicism (math is logic). Theory of Descriptions ('The present King of France') solved referential puzzles. Logical Atomism. Defended Neutral Monism later in life. Public intellectual and pacifist.,https://plato.stanford.edu/entries/russell/,A,Russell,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Russell,1.000
ryle,"Gilbert Ryle (1900â€“1976). Ordinary Language philosopher. The Concept of Mind (1949) attacked the 'Ghost in the Machine' (Cartesian Dualism) as a Category Mistake. Analyzed mental terms as dispositions to behave (Logical Behaviorism), not private inner events.",https://plato.stanford.edu/entries/ryle/,A,Ryle,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Ryle,1.000
sartre,Jean-Paul Sartre (1905â€“1980). Existentialist. Being and Nothingness. Existence precedes essence. Humans are 'condemned to be free' (radical freedom). Bad Faith is denying this freedom. Phenomenology of the Look (the Other objectifies me). Later tried to synthesize with Marxism.,https://plato.stanford.edu/entries/sartre/,A,Sartre,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Continental Philosophy > Sartre,1.000
schelling,"F.W.J. Schelling (1775â€“1854). German Idealist. Naturphilosophie: Nature is visible Spirit; Spirit is invisible Nature. Identity Philosophy: Absolute is the indifference point of Subject and Object. Later philosophy focused on freedom, evil, and mythology.",https://plato.stanford.edu/entries/schelling/,A,Schelling,4,History of Western Philosophy > 19th Century Philosophy > 19th Century German Philosophy > Schelling,1.000
schopenhauer,Arthur Schopenhauer (1788â€“1860). Pessimist. The World as Will and Representation. The Kantian thing-in-itself is Will (blind striving). Life is suffering (oscillating between pain and boredom). Salvation via aesthetic contemplation (Art) or ascetic denial of the Will.,https://plato.stanford.edu/entries/schopenhauer/,A,Schopenhauer,4,History of Western Philosophy > 19th Century Philosophy > 19th Century German Philosophy > Schopenhauer,1.000
secession,Political right to withdraw from a state. Remedial Right (Buchanan): only if rights are violated (just cause). Primary Right: any group (nationalist/plebiscite) can leave (self-determination). Conflict with territorial integrity.,https://plato.stanford.edu/entries/secession/,A,Secession,4,Value Theory > Social and Political Philosophy > States and Nations > Secession,1.000
self-consciousness,Awareness of oneself as a subject. 'I think therefore I am'. Mirror test (animals). Distinction between 'I' as subject (knower) and 'Me' as object (known). Essential for personhood and moral responsibility.,https://plato.stanford.edu/entries/self-consciousness/,A,Self-Consciousness,3,Philosophy of Mind > Philosophy of Consciousness > Self-Consciousness,1.000
sellars,Wilfrid Sellars (1912â€“1989). 'Empiricism and the Philosophy of Mind'. Attacked the 'Myth of the Given' (idea of non-conceptual foundation for knowledge). Synoptic view: reconciling the Manifest Image (persons/reasons) with the Scientific Image (particles).,https://plato.stanford.edu/entries/sellars/,A,Sellars,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Sellars,1.000
two-dimensional-semantics,"Framework (Chalmers, Jackson) distinguishing two kinds of meaning (intensions). Primary intension (context-dependent) vs. Secondary intension (truth in counterfactual worlds). Used to explain Kripkean a posteriori necessities ('Water is H2O') while retaining a link between meaning and conceivability.",https://plato.stanford.edu/entries/two-dimensional-semantics/,A,Two-Dimensional Semantics,4,Philosophy of Language > Meaning > Semantic Theories > Two-Dimensional Semantics,1.000
sidgwick,"Henry Sidgwick (1838â€“1900). The Methods of Ethics. Analyzed three methods: Egoism, Intuitionism, and Utilitarianism. Exposed the 'Dualism of Practical Reason': logical tension between rational egoism and utilitarianism. Systematized classical utilitarianism.",https://plato.stanford.edu/entries/sidgwick/,A,Sidgwick,4,History of Western Philosophy > 19th Century Philosophy > 19th Century British Philosophy > Sidgwick,1.000
sociobiology,"E.O. Wilson's discipline. Biological basis of social behavior (altruism, aggression, mating). Key concept: Inclusive Fitness (Kin Selection). Controversy: Genetic determinism applied to humans. Precursor to Evolutionary Psychology.",https://plato.stanford.edu/entries/sociobiology/,A,Sociobiology,5,"Science, Logic, and Mathematics > Philosophy of Biology > Evolutionary Biology > Evolution of Phenomena > Sociobiology",1.000
socrates,Socrates (469â€“399 BCE). The Archetypal Philosopher. Socratic Method (Elenchus): questioning to expose ignorance (aporia). 'The unexamined life is not worth living'. Intellectualism: Virtue is Knowledge; no one errs willingly. Executed by Athens.,https://plato.stanford.edu/entries/socrates/,A,Socrates,4,History of Western Philosophy > Ancient Greek Philosophy > Classical Greek Philosophy > Socrates,1.000
sorites-paradox,"Paradox of the Heap. 1 grain is not a heap. If n is not a heap, n+1 is not. By induction, 1,000,000 grains is not a heap. Problem of Vagueness. Solutions: Epistemicism (sharp unknown boundary), Many-Valued Logic, supervaluationism.",https://plato.stanford.edu/entries/sorites-paradox/,A,Sorites Paradox,3,Philosophy of Language > Vagueness and Indeterminacy * > Sorites Paradox,1.000
sovereignty,"Supreme political authority within a territory. Bodin/Hobbes: Sovereignty must be absolute and indivisible. Westphalian Sovereignty: non-interference. Modern challenges: Human Rights (Responsibility to Protect), Globalization, EU (Pooled Sovereignty).",https://plato.stanford.edu/entries/sovereignty/,A,Sovereignty,4,Value Theory > Social and Political Philosophy > States and Nations > Sovereignty,1.000
speech-acts,"Austin/Searle. Language as action. Locution (saying), Illocution (doing: promising, command), Perlocution (effect: persuading). Performative utterances ('I do'). Validity conditions (Felicity conditions). Fundamental to pragmatics.",https://plato.stanford.edu/entries/speech-acts/,A,Speech Acts,3,Philosophy of Language > Pragmatics > Speech Acts,1.000
states-of-affairs,"Ontological category (also 'facts'). Complex entities having structure (objects + properties). Wittgenstein's Tractatus: 'The world is the totality of facts, not of things'. Plantinga: States of affairs exist necessarily, but only some 'obtain'.",https://plato.stanford.edu/entries/states-of-affairs/,A,States of Affairs,4,Metaphysics > Ontology > Facts and States of Affairs > States of Affairs,1.000
strawson,P.F. Strawson (1919â€“2006). Oxford Ordinary Language philosopher. 'On Referring' (critiqued Russell's Theory of Descriptions; sentences can lack truth value). Descriptive Metaphysics (Individuals): we identify particulars via a spatio-temporal framework. Freedom and Resentment (reactive attitudes).,https://plato.stanford.edu/entries/strawson/,A,Strawson,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Strawson,1.000
suicide,"Ethics of self-killing. Forbidden by Aquinas (violates charity) and Kant (using oneself as means). Permitted by Stoics (the 'open door') and Hume (not a crime against God). Modern debate: Rational suicide, Physician-Assisted Suicide, and duty to prevent.",https://plato.stanford.edu/entries/suicide/,A,Suicide,5,Value Theory > Applied Ethics > Biomedical Ethics > Death and Dying > Suicide,1.000
supererogation,"Actions 'beyond the call of duty' (saintly/heroic). Good to do, but not wrong not to do. Paradox for Utilitarianism (which typically requires the *best* action always, leaving no room for the optional). Deontology accommodates it via imperfect duties.",https://plato.stanford.edu/entries/supererogation/,A,Supererogation,4,Value Theory > Normative Ethics > Moral Phenomena > Supererogation,1.000
supervenience,Dependency relation. A supervenes on B if there can be no difference in A without a difference in B. (No mental difference without neural difference). Used in philosophy of mind (Non-reductive physicalism) and ethics (moral properties supervene on natural ones).,https://plato.stanford.edu/entries/supervenience/,A,Supervenience,3,Metaphysics > Interlevel Metaphysics > Supervenience,1.000
tarski,Alfred Tarski (1901â€“1983). Polish logician. Semantic Theory of Truth (Convention T). Model Theory (satisfaction). Logical Consequence defined as preservation of truth in all models. Banana Paradox (Banach-Tarski). One of the greatest 20th-century logicians.,https://plato.stanford.edu/entries/tarski/,A,Tarski,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Tarski,1.000
terrorism,Definition and ethics of terrorism. Is it targeting non-combatants? Political violence? Walzer: 'Terrorism' is the deliberate killing of innocent people to spread fear. Can it ever be justified (supreme emergency)? Distinguishing from freedom fighters/war.,https://plato.stanford.edu/entries/terrorism/,A,Terrorism,5,Value Theory > Social and Political Philosophy > War and Violence > Violence > Terrorism,1.000
time-travel,"Metaphysics of time travel. Lewis ('The Paradoxes of Time Travel'): Possible if personal time diverges from external time. No changing the past (it already happened), but affecting the past is possible. Eternalism (Block Universe) is usually assumed.",https://plato.stanford.edu/entries/time-travel/,A,Time Travel,4,Metaphysics > Time > Aspects of Time > Time Travel,1.000
toleration,"The practice of deliberately allowing something one disapproves of. Paradox of Toleration: Is it moral to tolerate the immoral? Components: Objection, Power (to stop it), and Acceptance (reason to refrain). Locke's Letter Concerning Toleration (separation of church and state).",https://plato.stanford.edu/entries/toleration/,A,Toleration,4,Value Theory > Social and Political Philosophy > Freedom and Liberty > Toleration,1.000
torture,"Intentional infliction of severe pain. Moral prohibitions: Absolute (Deontological, international law) vs. Qualified (Utilitarian: 'Ticking Bomb' scenarios). Definition issues: When does harsh interrogation become torture? Dignity and agency arguments (Sussman).",https://plato.stanford.edu/entries/torture/,A,Torture,5,Value Theory > Social and Political Philosophy > War and Violence > Violence > Torture,1.000
touch,The tactile sense. Distal (feeling the object) vs. Proximal (feeling the skin). Active touch (haptic exploration) vs. Passive touch. Spatial perception via touch (Molyneux's problem: can a blind person recognizes shapes visually upon gaining sight?).,https://plato.stanford.edu/entries/touch/,A,Touch,4,Philosophy of Mind > Perception > Sensory Modalities > Touch,1.000
transcendental-arguments,"Arguments deriving x as a necessary condition for the possibility of experience y (Kant). 'We have experience; X is necessary for experience; therefore X'. Anti-skeptical use (Strawson): The skeptic presupposes what they doubt (e.g., external world is necessary for self-consciousness).",https://plato.stanford.edu/entries/transcendental-arguments/,A,Transcendental Arguments,3,Metaphilosophy > Philosophical Methods > Transcendental Arguments,1.000
trust,"Epistemic and moral reliance on others. Is trust a belief (that they are trustworthy) or an attitude (optimism)? Trust vs. Reliance (trust can be betrayed, reliance only disappointed). Essential for social cooperation and knowledge (testimony).",https://plato.stanford.edu/entries/trust/,A,Trust,5,Value Theory > Normative Ethics > Moral Psychology > Moral States and Processes > Trust,1.000
truth,"Metaphysics of Truth. What is the property of being true? Substantive theories (Correspondence, Coherence, Pragmatic) vs. Deflationary theories. Truth as a norm of assertion and inquiry ('Aim at truth'). Paradoxes (Liar).",https://plato.stanford.edu/entries/truth/,A,Truth,2,Philosophy of Language > Truth,1.000
truthmakers,Entities that make sentences true. 'Truth depends on being'. Armstrong. What are the truthmakers for negative truths ('There are no unicorns')? Totality facts? Maximalism (every truth has a truthmaker) vs. atomic truthmakers.,https://plato.stanford.edu/entries/truthmakers/,A,Truthmakers,3,Metaphysics > Ontology > Truthmakers,1.000
understanding,"Check knowledge? Seeing the whole, grasping connections/causes (explanatory understanding). Objectual understanding (understanding a subject matter). Is understanding transparent (can't be lucky)? Kvanvig: Understanding, not knowledge, is the goal of inquiry.",https://plato.stanford.edu/entries/understanding/,A,Understanding,3,Epistemology > Epistemological States and Properties > Understanding,1.000
value-pluralism,"Isaiah Berlin. Multiple, conflicting, incommensurable objective values (Liberty vs. Equality). No single common currency (monism) to resolve conflicts. Traceries are inevitable. Basis for liberal tolerance.",https://plato.stanford.edu/entries/value-pluralism/,A,Value Pluralism,5,Value Theory > Normative Ethics > Moral Value > Theories of Moral Value > Value Pluralism,1.000
vegetarianism,Ethics of eating animals. Singer (Utilitarian): Animal suffering outweighs taste preference. Regan (Rights): Animals are 'subjects-of-a-life' and cannot be resources. Environmental arguments (carbon footprint). Marginal Cases Argument (infants/disabled).,https://plato.stanford.edu/entries/vegetarianism/,A,Vegetarianism,5,Value Theory > Applied Ethics > Environmental Ethics > Animal Ethics > Vegetarianism,1.000
war,"Just War Theory (Jus ad bellum, Jus in bello, Jus post bellum). Realism (inter arma silent leges). Pacifism. Principles: Just Cause, Proportionality, Discrimination (non-combatant immunity). Asymmetric warfare and terrorism.",https://plato.stanford.edu/entries/war/,A,War,4,Value Theory > Social and Political Philosophy > War and Violence > War,1.000
wisdom,Phronesis (Practical Wisdom) vs. Sophia (Theoretical Wisdom). Epistemic humility (Socrates). Knowledge of how to live well (Stoics). Nozick: Wisdom is understanding what matters. Is it a skill or a virtue?,https://plato.stanford.edu/entries/wisdom/,A,Wisdom,3,Epistemology > Epistemological States and Properties > Wisdom,1.000
wittgenstein,"Ludwig Wittgenstein (1889â€“1951). Two phases. Early (Tractatus): Picture Theory of Meaning, logical atomism, 'Whereof one cannot speak, thereof one must be silent'. Late (Philosophical Investigations): Language Games, Meaning is Use, Private Language Argument, Family Resemblance.",https://plato.stanford.edu/entries/wittgenstein/,A,Wittgenstein,4,History of Western Philosophy > 20th Century Philosophy > 20th Century Analytic Philosophy > Wittgenstein,1.000
